Snapshot_Date,Product_ID,Stock_On_Hand,Qty_Used
2024-10-23,SKU-003,576,117
2024-10-30,SKU-003,459,117
2024-11-06,SKU-003,316,144
2024-11-13,SKU-003,161,155
2024-11-20,SKU-003,532,129
2024-11-27,SKU-003,391,142
2024-12-04,SKU-003,698,115
2024-12-11,SKU-003,537,161
2024-12-18,SKU-003,365,172
2024-12-25,SKU-003,267,98
2025-01-01,SKU-003,740,147
2025-01-08,SKU-003,600,140
2025-01-15,SKU-003,417,183
2025-01-22,SKU-003,269,149
2025-01-29,SKU-003,130,139
2025-02-05,SKU-003,505,143
2025-02-12,SKU-003,339,166
2025-02-19,SKU-003,225,114
2025-02-26,SKU-003,594,135
2025-03-05,SKU-003,494,100
2025-03-12,SKU-003,369,125
2025-03-19,SKU-003,268,101
2025-03-26,SKU-003,587,135
2025-04-02,SKU-003,479,108
2025-04-09,SKU-003,350,129
2025-04-16,SKU-003,642,129
2025-04-23,SKU-003,562,80
2025-04-30,SKU-003,433,129
2025-05-07,SKU-003,276,157
2025-05-14,SKU-003,164,112
2025-05-21,SKU-003,505,135
2025-05-28,SKU-003,367,138
2025-06-04,SKU-003,245,122
2025-06-11,SKU-003,507,133
2025-06-25,SKU-003,722,164
2025-07-02,SKU-003,566,156
2025-07-09,SKU-003,474,92
2025-07-16,SKU-003,368,106
2025-07-23,SKU-003,769,112
2025-07-30,SKU-003,617,153
2025-08-06,SKU-003,468,149
2025-08-13,SKU-003,324,144
2025-08-20,SKU-003,609,148
2025-08-27,SKU-003,482,126
2025-09-03,SKU-003,356,127
2025-09-10,SKU-003,243,112
2025-09-17,SKU-003,515,146
2025-09-24,SKU-003,406,109
2025-10-01,SKU-003,607,130
2025-10-08,SKU-003,452,155
2025-10-15,SKU-003,350,103
2025-10-22,SKU-003,680,108
2025-10-29,SKU-003,588,92
2025-11-05,SKU-003,450,138
2025-11-12,SKU-003,308,142
2025-11-19,SKU-003,675,156
2025-11-26,SKU-003,538,137
2025-12-03,SKU-003,405,133
2025-12-10,SKU-003,298,107
2025-12-17,SKU-003,161,137
2025-12-24,SKU-003,570,134
2024-01-03,SKU-004,963,125
2024-01-10,SKU-004,823,140
2024-01-17,SKU-004,679,144
2024-01-24,SKU-004,522,157
2024-01-31,SKU-004,354,168
2024-02-07,SKU-004,207,146
2024-02-14,SKU-004,55,152
2024-02-21,SKU-004,0,147
2024-02-28,SKU-004,417,140
2024-03-06,SKU-004,294,124
2024-03-13,SKU-004,523,117
2024-03-20,SKU-004,423,100
2024-03-27,SKU-004,293,130
2024-04-03,SKU-004,154,140
2024-04-10,SKU-004,49,105
2024-04-17,SKU-004,473,102
2024-04-24,SKU-004,344,129
2024-05-01,SKU-004,698,140
2024-05-08,SKU-004,522,176
2024-05-15,SKU-004,394,128
2024-05-22,SKU-004,247,147
2024-05-29,SKU-004,585,155
2024-06-05,SKU-004,476,109
2024-06-12,SKU-004,318,158
2024-06-19,SKU-004,522,153
2024-06-26,SKU-004,365,158
2024-07-03,SKU-004,216,149
2024-07-10,SKU-004,545,135
2024-07-17,SKU-004,400,145
2024-07-24,SKU-004,241,159
2024-07-31,SKU-004,599,127
2024-08-07,SKU-004,453,146
2024-08-14,SKU-004,291,162
2024-08-21,SKU-004,546,139
2024-08-28,SKU-004,424,123
2024-09-04,SKU-004,270,154
2024-09-11,SKU-004,660,108
2024-09-18,SKU-004,510,151
2024-09-25,SKU-004,388,122
2024-10-02,SKU-004,302,85
2024-10-09,SKU-004,733,142
2024-10-16,SKU-004,633,100
2024-10-30,SKU-004,365,115
2024-11-06,SKU-004,269,97
2024-11-13,SKU-004,702,114
2024-11-20,SKU-004,569,133
2024-11-27,SKU-004,446,122
2024-12-04,SKU-004,277,169
2024-12-11,SKU-004,566,138
2024-12-18,SKU-004,419,147
2024-12-25,SKU-004,293,126
2025-01-01,SKU-004,638,128
2025-01-08,SKU-004,486,152
2025-01-15,SKU-004,337,149
2025-01-22,SKU-004,232,105
2025-01-29,SKU-004,59,173
2025-02-05,SKU-004,0,147
2025-02-12,SKU-004,428,119
2025-02-19,SKU-004,328,100
2025-02-26,SKU-004,174,154
2025-03-05,SKU-004,33,141
2025-03-12,SKU-004,232,160
2025-03-19,SKU-004,107,125
2025-03-26,SKU-004,4,103
2025-04-02,SKU-004,300,141
2025-04-09,SKU-004,145,155
2025-04-16,SKU-004,0,151
2025-04-23,SKU-004,256,153
2025-04-30,SKU-004,575,167
2025-05-07,SKU-004,447,128
2025-05-14,SKU-004,325,122
2025-05-21,SKU-004,719,145
2025-05-28,SKU-004,588,131
2025-06-04,SKU-004,482,106
2025-06-11,SKU-004,345,138
2025-06-18,SKU-004,680,108
2025-06-25,SKU-004,540,140
2025-07-02,SKU-004,393,147
2025-07-09,SKU-004,232,161
2025-07-16,SKU-004,558,140
2025-07-23,SKU-004,431,128
2025-07-30,SKU-004,291,140
2025-08-06,SKU-004,560,156
2025-08-13,SKU-004,417,143
2025-08-20,SKU-004,284,133
2025-08-27,SKU-004,668,151
2025-09-03,SKU-004,566,101
2025-09-10,SKU-004,434,132
2025-09-17,SKU-004,278,156
2025-09-24,SKU-004,506,163
2025-10-01,SKU-004,373,134
2025-10-08,SKU-004,262,111
2025-10-15,SKU-004,621,154
2025-10-22,SKU-004,499,122
2025-10-29,SKU-004,368,131
2025-11-05,SKU-004,593,129
2025-11-12,SKU-004,451,142
2025-11-19,SKU-004,301,150
2025-11-26,SKU-004,656,145
2025-12-03,SKU-004,540,117
2025-12-10,SKU-004,393,146
2025-12-24,SKU-004,533,121
2024-01-03,SKU-005,795,87
2024-01-10,SKU-005,720,75
2024-01-17,SKU-005,632,89
2024-01-24,SKU-005,538,94
2024-01-31,SKU-005,442,95
2024-02-07,SKU-005,308,134
2024-02-14,SKU-005,226,82
2024-02-21,SKU-005,476,105
2024-02-28,SKU-005,386,90
2024-03-06,SKU-005,253,133
2024-03-13,SKU-005,500,106
2024-03-20,SKU-005,415,85
2024-03-27,SKU-005,321,94
2024-04-03,SKU-005,234,87
2024-04-10,SKU-005,488,82
2024-04-17,SKU-005,380,107
2024-04-24,SKU-005,278,102
2024-05-01,SKU-005,488,125
2024-05-08,SKU-005,384,104
2024-05-15,SKU-005,270,114
2024-05-22,SKU-005,158,112
2024-05-29,SKU-005,319,117
2024-06-05,SKU-005,226,93
2024-06-12,SKU-005,143,83
2024-06-19,SKU-005,391,107
2024-06-26,SKU-005,294,97
2024-07-03,SKU-005,185,109
2024-07-10,SKU-005,358,106
2024-07-17,SKU-005,244,114
2024-07-24,SKU-005,479,112
2024-07-31,SKU-005,409,71
2024-08-07,SKU-005,334,75
2024-08-14,SKU-005,210,124
2024-08-21,SKU-005,120,90
2024-08-28,SKU-005,378,101
2024-09-04,SKU-005,260,118
2024-09-11,SKU-005,156,104
2024-09-18,SKU-005,424,103
2024-09-25,SKU-005,351,74
2024-10-02,SKU-005,237,114
2024-10-09,SKU-005,417,101
2024-10-16,SKU-005,314,103
2024-10-23,SKU-005,204,110
2024-10-30,SKU-005,90,114
2024-11-06,SKU-005,322,75
2024-11-13,SKU-005,220,102
2024-11-20,SKU-005,507,116
2024-11-27,SKU-005,429,78
2024-12-04,SKU-005,324,106
2024-12-11,SKU-005,208,116
2024-12-18,SKU-005,104,103
2024-12-25,SKU-005,411,94
2025-01-01,SKU-005,318,93
2025-01-08,SKU-005,230,88
2025-01-15,SKU-005,550,83
2025-01-22,SKU-005,445,105
2025-01-29,SKU-005,347,98
2025-02-05,SKU-005,251,96
2025-02-12,SKU-005,184,67
2025-02-19,SKU-005,375,85
2025-02-26,SKU-005,267,107
2025-03-12,SKU-005,450,96
2025-03-19,SKU-005,366,85
2025-03-26,SKU-005,254,112
2025-04-02,SKU-005,464,91
2025-04-09,SKU-005,363,101
2025-04-16,SKU-005,256,108
2025-04-23,SKU-005,134,122
2025-04-30,SKU-005,415,102
2025-05-07,SKU-005,321,94
2025-05-14,SKU-005,215,106
2025-05-21,SKU-005,141,73
2025-05-28,SKU-005,335,113
2025-06-04,SKU-005,228,107
2025-06-11,SKU-005,134,94
2025-06-18,SKU-005,388,83
2025-06-25,SKU-005,303,85
2025-07-02,SKU-005,493,75
2025-07-09,SKU-005,415,79
2025-07-16,SKU-005,314,100
2025-07-23,SKU-005,193,121
2025-07-30,SKU-005,497,88
2025-08-06,SKU-005,382,115
2025-08-13,SKU-005,301,81
2025-08-20,SKU-005,547,119
2025-08-27,SKU-005,414,132
2025-09-03,SKU-005,306,108
2025-09-10,SKU-005,203,104
2025-09-17,SKU-005,97,106
2025-09-24,SKU-005,420,84
2025-10-01,SKU-005,336,84
2025-10-08,SKU-005,266,70
2025-10-15,SKU-005,146,120
2025-10-22,SKU-005,354,89
2025-10-29,SKU-005,258,96
2025-11-05,SKU-005,546,106
2025-11-12,SKU-005,445,101
2025-11-19,SKU-005,360,84
2025-11-26,SKU-005,271,89
2025-12-03,SKU-005,166,105
2025-12-10,SKU-005,397,116
2025-12-17,SKU-005,304,94
2025-12-24,SKU-005,225,79
2024-01-10,SKU-006,491,139
2024-01-17,SKU-006,377,114
2024-01-24,SKU-006,729,109
2024-01-31,SKU-006,619,110
2024-02-07,SKU-006,517,102
2024-02-14,SKU-006,406,111
2024-02-21,SKU-006,258,148
2024-02-28,SKU-006,602,96
2024-03-06,SKU-006,449,152
2024-03-13,SKU-006,324,125
2024-03-20,SKU-006,649,111
2024-03-27,SKU-006,560,89
2024-04-03,SKU-006,414,146
2024-04-10,SKU-006,319,95
2024-04-17,SKU-006,215,104
2024-04-24,SKU-006,579,114
2024-05-01,SKU-006,468,111
2024-05-08,SKU-006,330,138
2024-05-15,SKU-006,203,127
2024-05-22,SKU-006,376,165
2024-05-29,SKU-006,238,138
2024-06-05,SKU-006,511,120
2024-06-12,SKU-006,384,127
2024-06-19,SKU-006,248,137
2024-06-26,SKU-006,535,127
2024-07-03,SKU-006,416,119
2024-07-10,SKU-006,301,115
2024-07-17,SKU-006,175,126
2024-07-24,SKU-006,458,126
2024-07-31,SKU-006,329,129
2024-08-07,SKU-006,197,132
2024-08-14,SKU-006,443,136
2024-08-21,SKU-006,331,112
2024-08-28,SKU-006,624,127
2024-09-04,SKU-006,515,109
2024-09-11,SKU-006,349,165
2024-09-18,SKU-006,224,126
2024-09-25,SKU-006,563,125
2024-10-02,SKU-006,429,134
2024-10-09,SKU-006,293,136
2024-10-16,SKU-006,603,115
2024-10-23,SKU-006,500,103
2024-10-30,SKU-006,395,106
2024-11-06,SKU-006,266,128
2024-11-13,SKU-006,138,129
2024-11-20,SKU-006,431,119
2024-11-27,SKU-006,354,78
2024-12-04,SKU-006,667,118
2024-12-11,SKU-006,532,135
2024-12-18,SKU-006,441,91
2024-12-25,SKU-006,310,130
2025-01-01,SKU-006,601,110
2025-01-08,SKU-006,500,101
2025-01-15,SKU-006,367,133
2025-01-22,SKU-006,253,114
2025-01-29,SKU-006,571,118
2025-02-05,SKU-006,440,131
2025-02-12,SKU-006,329,111
2025-02-19,SKU-006,557,142
2025-02-26,SKU-006,389,168
2025-03-05,SKU-006,266,123
2025-03-12,SKU-006,621,115
2025-03-19,SKU-006,473,148
2025-03-26,SKU-006,334,139
2025-04-02,SKU-006,535,122
2025-04-09,SKU-006,410,125
2025-04-16,SKU-006,283,127
2025-04-23,SKU-006,177,106
2025-04-30,SKU-006,493,88
2025-05-07,SKU-006,369,124
2025-05-14,SKU-006,260,109
2025-05-21,SKU-006,458,117
2025-05-28,SKU-006,328,130
2025-06-04,SKU-006,645,146
2025-06-11,SKU-006,550,95
2025-06-18,SKU-006,427,123
2025-06-25,SKU-006,279,148
2025-07-02,SKU-006,139,140
2025-07-09,SKU-006,381,128
2025-07-16,SKU-006,254,127
2025-07-23,SKU-006,572,121
2025-07-30,SKU-006,442,129
2025-08-06,SKU-006,293,149
2025-08-13,SKU-006,708,100
2025-08-20,SKU-006,561,147
2025-08-27,SKU-006,444,117
2025-09-03,SKU-006,334,110
2025-09-10,SKU-006,198,136
2025-09-17,SKU-006,494,102
2025-09-24,SKU-006,386,108
2025-10-01,SKU-006,559,148
2025-10-08,SKU-006,434,126
2025-10-15,SKU-006,295,139
2025-10-22,SKU-006,186,109
2025-10-29,SKU-006,478,135
2025-11-05,SKU-006,377,101
2025-11-12,SKU-006,659,88
2025-11-19,SKU-006,531,128
2025-11-26,SKU-006,412,119
2025-12-03,SKU-006,312,100
2025-12-10,SKU-006,182,131
2025-12-17,SKU-006,455,141
2025-12-24,SKU-006,333,122
2024-01-03,SKU-007,783,81
2024-01-10,SKU-007,682,101
2024-01-17,SKU-007,588,95
2024-01-24,SKU-007,480,108
2024-01-31,SKU-007,383,96
2024-02-07,SKU-007,277,106
2024-02-14,SKU-007,403,111
2024-02-28,SKU-007,205,101
2024-03-06,SKU-007,118,87
2024-03-13,SKU-007,401,92
2024-03-20,SKU-007,293,108
2024-03-27,SKU-007,203,90
2024-04-03,SKU-007,547,76
2024-04-10,SKU-007,430,117
2024-04-17,SKU-007,350,80
2024-04-24,SKU-007,275,75
2024-05-01,SKU-007,185,89
2024-05-08,SKU-007,389,84
2024-05-15,SKU-007,284,104
2024-05-22,SKU-007,167,117
2024-05-29,SKU-007,82,85
2024-06-05,SKU-007,360,88
2024-06-12,SKU-007,232,128
2024-06-19,SKU-007,134,98
2024-06-26,SKU-007,378,123
2024-07-03,SKU-007,268,110
2024-07-10,SKU-007,160,108
2024-07-17,SKU-007,304,115
2024-07-24,SKU-007,195,110
2024-07-31,SKU-007,139,56
2024-08-07,SKU-007,437,90
2024-08-14,SKU-007,353,84
2024-08-21,SKU-007,277,76
2024-08-28,SKU-007,484,104
2024-09-04,SKU-007,404,80
2024-09-11,SKU-007,304,100
2024-09-18,SKU-007,191,113
2024-09-25,SKU-007,113,78
2024-10-02,SKU-007,422,76
2024-10-09,SKU-007,334,88
2024-10-16,SKU-007,235,98
2024-10-23,SKU-007,142,93
2024-10-30,SKU-007,318,102
2024-11-06,SKU-007,238,80
2024-11-13,SKU-007,538,99
2024-11-20,SKU-007,483,55
2024-11-27,SKU-007,374,109
2024-12-04,SKU-007,294,80
2024-12-11,SKU-007,206,88
2024-12-18,SKU-007,401,98
2024-12-25,SKU-007,318,83
2025-01-01,SKU-007,234,84
2025-01-08,SKU-007,143,92
2025-01-15,SKU-007,428,88
2025-01-22,SKU-007,331,97
2025-01-29,SKU-007,249,81
2025-02-05,SKU-007,547,97
2025-02-12,SKU-007,450,97
2025-02-19,SKU-007,362,87
2025-02-26,SKU-007,282,80
2025-03-05,SKU-007,206,77
2025-03-12,SKU-007,410,97
2025-03-19,SKU-007,325,84
2025-03-26,SKU-007,237,88
2025-04-02,SKU-007,482,90
2025-04-09,SKU-007,348,134
2025-04-16,SKU-007,247,101
2025-04-23,SKU-007,418,95
2025-04-30,SKU-007,340,78
2025-05-07,SKU-007,215,125
2025-05-14,SKU-007,487,81
2025-05-21,SKU-007,390,97
2025-05-28,SKU-007,293,97
2025-06-04,SKU-007,206,87
2025-06-11,SKU-007,479,86
2025-06-18,SKU-007,367,113
2025-06-25,SKU-007,269,97
2025-07-02,SKU-007,530,103
2025-07-09,SKU-007,434,96
2025-07-16,SKU-007,349,85
2025-07-23,SKU-007,267,82
2025-07-30,SKU-007,156,111
2025-08-06,SKU-007,408,115
2025-08-13,SKU-007,339,70
2025-08-20,SKU-007,223,116
2025-08-27,SKU-007,119,104
2025-09-03,SKU-007,341,93
2025-09-10,SKU-007,231,110
2025-09-17,SKU-007,452,108
2025-09-24,SKU-007,360,92
2025-10-01,SKU-007,271,89
2025-10-08,SKU-007,164,107
2025-10-15,SKU-007,344,79
2025-10-22,SKU-007,245,99
2025-10-29,SKU-007,447,104
2025-11-05,SKU-007,348,100
2025-11-12,SKU-007,231,117
2025-11-19,SKU-007,508,92
2025-11-26,SKU-007,416,92
2025-12-03,SKU-007,316,99
2025-12-10,SKU-007,216,100
2025-12-17,SKU-007,473,122
2025-12-24,SKU-007,382,92
2024-01-03,SKU-008,813,167
2024-01-17,SKU-008,559,161
2024-01-24,SKU-008,424,135
2024-01-31,SKU-008,292,132
2024-02-07,SKU-008,118,174
2024-02-14,SKU-008,0,166
2024-02-21,SKU-008,0,166
2024-02-28,SKU-008,415,143
2024-03-06,SKU-008,292,123
2024-03-13,SKU-008,175,116
2024-03-20,SKU-008,596,151
2024-03-27,SKU-008,454,143
2024-04-03,SKU-008,335,119
2024-04-10,SKU-008,184,151
2024-04-17,SKU-008,36,147
2024-04-24,SKU-008,429,163
2024-05-01,SKU-008,294,135
2024-05-08,SKU-008,571,180
2024-05-15,SKU-008,408,163
2024-05-22,SKU-008,314,94
2024-05-29,SKU-008,741,129
2024-06-05,SKU-008,594,147
2024-06-12,SKU-008,463,131
2024-06-19,SKU-008,329,135
2024-06-26,SKU-008,618,153
2024-07-03,SKU-008,489,129
2024-07-10,SKU-008,341,148
2024-07-17,SKU-008,694,135
2024-07-24,SKU-008,554,140
2024-07-31,SKU-008,448,106
2024-08-07,SKU-008,331,118
2024-08-14,SKU-008,731,176
2024-08-21,SKU-008,594,136
2024-08-28,SKU-008,474,121
2024-09-04,SKU-008,313,160
2024-09-11,SKU-008,574,144
2024-09-18,SKU-008,420,154
2024-09-25,SKU-008,319,102
2024-10-02,SKU-008,694,169
2024-10-09,SKU-008,534,160
2024-10-16,SKU-008,359,174
2024-10-23,SKU-008,218,142
2024-10-30,SKU-008,83,135
2024-11-06,SKU-008,381,136
2024-11-13,SKU-008,229,152
2024-11-20,SKU-008,612,176
2024-11-27,SKU-008,488,124
2024-12-04,SKU-008,361,127
2024-12-11,SKU-008,693,131
2024-12-18,SKU-008,582,110
2024-12-25,SKU-008,426,156
2025-01-01,SKU-008,317,109
2025-01-08,SKU-008,680,124
2025-01-15,SKU-008,512,168
2025-01-22,SKU-008,388,124
2025-01-29,SKU-008,267,121
2025-02-05,SKU-008,124,142
2025-02-12,SKU-008,0,140
2025-02-19,SKU-008,416,108
2025-02-26,SKU-008,309,107
2025-03-05,SKU-008,158,151
2025-03-12,SKU-008,0,159
2025-03-19,SKU-008,0,143
2025-03-26,SKU-008,460,125
2025-04-02,SKU-008,337,123
2025-04-09,SKU-008,660,121
2025-04-16,SKU-008,488,172
2025-04-23,SKU-008,352,136
2025-04-30,SKU-008,187,164
2025-05-07,SKU-008,758,104
2025-05-14,SKU-008,602,156
2025-05-21,SKU-008,461,141
2025-05-28,SKU-008,356,104
2025-06-04,SKU-008,520,196
2025-06-11,SKU-008,365,155
2025-06-18,SKU-008,198,167
2025-06-25,SKU-008,540,158
2025-07-02,SKU-008,420,120
2025-07-09,SKU-008,285,134
2025-07-16,SKU-008,134,151
2025-07-23,SKU-008,583,102
2025-07-30,SKU-008,419,165
2025-08-06,SKU-008,262,156
2025-08-13,SKU-008,631,171
2025-08-20,SKU-008,511,120
2025-08-27,SKU-008,370,141
2025-09-03,SKU-008,655,110
2025-09-10,SKU-008,518,137
2025-09-17,SKU-008,403,115
2025-09-24,SKU-008,236,167
2025-10-01,SKU-008,559,130
2025-10-08,SKU-008,419,140
2025-10-15,SKU-008,281,138
2025-10-22,SKU-008,621,117
2025-10-29,SKU-008,489,133
2025-11-05,SKU-008,344,145
2025-11-12,SKU-008,670,159
2025-11-19,SKU-008,561,109
