Snapshot_Date,Product_ID,FG_Stock_On_Hand,FG_Weekly_Shipment
2024-01-10,SKU-005,481,100
2024-01-17,SKU-005,465,108
2024-01-24,SKU-005,464,89
2024-01-31,SKU-005,469,77
2024-02-07,SKU-005,451,108
2024-02-14,SKU-005,452,96
2024-02-21,SKU-005,455,89
2024-02-28,SKU-005,463,82
2024-03-06,SKU-005,466,89
2024-03-13,SKU-005,429,122
2024-03-20,SKU-005,432,90
2024-03-27,SKU-005,427,86
2024-04-03,SKU-005,433,93
2024-04-10,SKU-005,419,107
2024-04-17,SKU-005,421,82
2024-04-24,SKU-005,432,75
2024-05-01,SKU-005,417,96
2024-05-08,SKU-005,425,79
2024-05-15,SKU-005,422,92
2024-05-22,SKU-005,421,86
2024-05-29,SKU-005,376,129
2024-06-05,SKU-005,366,93
2024-06-12,SKU-005,378,80
2024-06-19,SKU-005,325,143
2024-06-26,SKU-005,343,73
2024-07-03,SKU-005,358,69
2024-07-10,SKU-005,358,93
2024-07-17,SKU-005,367,88
2024-07-24,SKU-005,350,105
2024-07-31,SKU-005,363,73
2024-08-07,SKU-005,373,88
2024-08-14,SKU-005,411,60
2024-08-21,SKU-005,393,104
2024-08-28,SKU-005,414,67
2024-09-04,SKU-005,397,104
2024-09-11,SKU-005,418,77
2024-09-18,SKU-005,430,84
2024-09-25,SKU-005,430,87
2024-10-02,SKU-005,466,50
2024-10-09,SKU-005,491,69
2024-10-16,SKU-005,490,88
2024-10-23,SKU-005,504,67
2024-10-30,SKU-005,523,77
2024-11-06,SKU-005,568,52
2024-11-13,SKU-005,577,85
2024-11-20,SKU-005,572,101
2024-11-27,SKU-005,594,75
2024-12-04,SKU-005,577,112
2024-12-11,SKU-005,574,88
2024-12-18,SKU-005,545,113
2024-12-25,SKU-005,534,96
2025-01-01,SKU-005,536,91
2025-01-08,SKU-005,532,87
2025-01-15,SKU-005,528,86
2025-01-22,SKU-005,541,79
2025-01-29,SKU-005,524,98
2025-02-05,SKU-005,503,109
2025-02-12,SKU-005,443,142
2025-02-19,SKU-005,459,73
2025-02-26,SKU-005,448,95
2025-03-05,SKU-005,434,109
2025-03-12,SKU-005,431,99
2025-03-19,SKU-005,391,126
2025-03-26,SKU-005,380,95
2025-04-02,SKU-005,386,91
2025-04-09,SKU-005,401,70
2025-04-16,SKU-005,428,70
2025-04-23,SKU-005,447,76
2025-04-30,SKU-005,428,108
2025-05-07,SKU-005,398,115
2025-05-14,SKU-005,394,96
2025-05-21,SKU-005,414,73
2025-05-28,SKU-005,402,103
2025-06-04,SKU-005,372,113
2025-06-11,SKU-005,368,92
2025-06-18,SKU-005,395,60
2025-06-25,SKU-005,372,118
2025-07-02,SKU-005,373,84
2025-07-09,SKU-005,381,79
2025-07-16,SKU-005,365,109
2025-07-23,SKU-005,405,49
2025-07-30,SKU-005,406,91
2025-08-06,SKU-005,408,89
2025-08-13,SKU-005,438,62
2025-08-20,SKU-005,474,57
2025-08-27,SKU-005,460,103
2025-09-03,SKU-005,458,85
2025-09-10,SKU-005,453,86
2025-09-17,SKU-005,445,89
2025-09-24,SKU-005,470,74
2025-10-01,SKU-005,481,79
2025-10-08,SKU-005,472,97
2025-10-15,SKU-005,456,104
2025-10-22,SKU-005,459,87
2025-10-29,SKU-005,478,72
2025-11-05,SKU-005,449,123
2025-11-12,SKU-005,453,93
2025-11-19,SKU-005,456,88
2025-11-26,SKU-005,463,91
2025-12-03,SKU-005,457,92
2025-12-10,SKU-005,453,97
2025-12-17,SKU-005,440,99
2025-12-24,SKU-005,443,84
2024-01-03,SKU-006,868,137
2024-01-10,SKU-006,839,139
2024-01-17,SKU-006,789,163
2024-01-24,SKU-006,787,125
2024-01-31,SKU-006,745,172
2024-02-07,SKU-006,722,132
2024-02-14,SKU-006,718,130
2024-02-21,SKU-006,672,158
2024-02-28,SKU-006,673,126
2024-03-06,SKU-006,673,127
2024-03-13,SKU-006,657,129
2024-03-20,SKU-006,698,85
2024-03-27,SKU-006,681,143
2024-04-03,SKU-006,706,107
2024-04-10,SKU-006,704,133
2024-04-17,SKU-006,722,102
2024-04-24,SKU-006,734,115
2024-05-01,SKU-006,740,105
2024-05-08,SKU-006,712,144
2024-05-15,SKU-006,708,130
2024-05-22,SKU-006,728,90
2024-05-29,SKU-006,680,166
2024-06-05,SKU-006,629,161
2024-06-19,SKU-006,674,98
2024-06-26,SKU-006,635,157
2024-07-03,SKU-006,669,90
2024-07-10,SKU-006,713,86
2024-07-17,SKU-006,698,138
2024-07-24,SKU-006,704,102
2024-07-31,SKU-006,729,107
2024-08-07,SKU-006,725,131
2024-08-14,SKU-006,751,98
2024-08-21,SKU-006,756,114
2024-08-28,SKU-006,748,136
2024-09-04,SKU-006,782,81
2024-09-11,SKU-006,765,139
2024-09-18,SKU-006,761,125
2024-09-25,SKU-006,776,110
2024-10-02,SKU-006,743,147
2024-10-09,SKU-006,729,134
2024-10-16,SKU-006,733,114
2024-10-23,SKU-006,748,111
2024-10-30,SKU-006,756,121
2024-11-06,SKU-006,763,114
2024-11-13,SKU-006,712,178
2024-11-20,SKU-006,698,132
2024-11-27,SKU-006,704,121
2024-12-04,SKU-006,725,96
2024-12-11,SKU-006,730,121
2024-12-18,SKU-006,793,50
2024-12-25,SKU-006,797,126
2025-01-01,SKU-006,788,132
2025-01-08,SKU-006,811,96
2025-01-15,SKU-006,811,118
2025-01-22,SKU-006,826,110
2025-01-29,SKU-006,840,103
2025-02-05,SKU-006,851,120
2025-02-12,SKU-006,889,83
2025-02-19,SKU-006,881,131
2025-02-26,SKU-006,896,114
2025-03-05,SKU-006,871,143
2025-03-12,SKU-006,909,91
2025-03-19,SKU-006,883,140
2025-03-26,SKU-006,875,119
2025-04-02,SKU-006,884,110
2025-04-09,SKU-006,911,100
2025-04-16,SKU-006,935,93
2025-04-23,SKU-006,937,119
2025-04-30,SKU-006,959,91
2025-05-07,SKU-006,929,147
2025-05-14,SKU-006,985,64
2025-05-21,SKU-006,1044,65
2025-05-28,SKU-006,1040,124
2025-06-04,SKU-006,1070,93
2025-06-11,SKU-006,1083,110
2025-06-18,SKU-006,1056,153
2025-06-25,SKU-006,1059,126
2025-07-02,SKU-006,1071,104
2025-07-09,SKU-006,1073,121
2025-07-16,SKU-006,1022,161
2025-07-23,SKU-006,1025,122
2025-07-30,SKU-006,1045,100
2025-08-06,SKU-006,1066,96
2025-08-13,SKU-006,1049,136
2025-08-20,SKU-006,1051,109
2025-08-27,SKU-006,1079,102
2025-09-03,SKU-006,1060,140
2025-09-10,SKU-006,1038,151
2025-09-17,SKU-006,1020,126
2025-09-24,SKU-006,995,135
2025-10-01,SKU-006,1007,105
2025-10-08,SKU-006,962,162
2025-10-15,SKU-006,941,134
2025-10-22,SKU-006,933,128
2025-10-29,SKU-006,952,105
2025-11-05,SKU-006,995,78
2025-11-12,SKU-006,982,133
2025-11-19,SKU-006,989,108
2025-11-26,SKU-006,982,115
2025-12-03,SKU-006,954,141
2025-12-10,SKU-006,958,126
2025-12-17,SKU-006,924,148
2025-12-24,SKU-006,905,137
2024-01-03,SKU-007,758,110
2024-01-10,SKU-007,764,101
2024-01-17,SKU-007,772,98
2024-01-24,SKU-007,752,111
2024-01-31,SKU-007,750,110
2024-02-07,SKU-007,712,146
2024-02-14,SKU-007,751,62
2024-02-21,SKU-007,737,112
2024-02-28,SKU-007,711,118
2024-03-06,SKU-007,692,109
2024-03-13,SKU-007,689,100
2024-03-20,SKU-007,670,126
2024-03-27,SKU-007,673,105
2024-04-03,SKU-007,650,114
2024-04-10,SKU-007,668,90
2024-04-17,SKU-007,639,129
2024-04-24,SKU-007,659,78
2024-05-01,SKU-007,672,84
2024-05-08,SKU-007,710,58
2024-05-15,SKU-007,744,66
2024-05-22,SKU-007,703,134
2024-05-29,SKU-007,680,123
2024-06-05,SKU-007,701,83
2024-06-12,SKU-007,714,94
2024-06-19,SKU-007,734,86
2024-06-26,SKU-007,695,132
2024-07-03,SKU-007,710,87
2024-07-10,SKU-007,715,100
2024-07-17,SKU-007,733,87
2024-07-24,SKU-007,720,114
2024-07-31,SKU-007,709,116
2024-08-07,SKU-007,732,82
2024-08-14,SKU-007,723,110
2024-08-21,SKU-007,722,104
2024-08-28,SKU-007,687,137
2024-09-04,SKU-007,702,93
2024-09-11,SKU-007,699,94
2024-09-18,SKU-007,737,61
2024-09-25,SKU-007,726,107
2024-10-02,SKU-007,745,76
2024-10-09,SKU-007,779,62
2024-10-16,SKU-007,757,121
2024-10-23,SKU-007,756,93
2024-10-30,SKU-007,735,128
2024-11-06,SKU-007,743,99
2024-11-13,SKU-007,753,92
2024-11-20,SKU-007,757,97
2024-11-27,SKU-007,755,107
2024-12-04,SKU-007,755,108
2024-12-11,SKU-007,747,107
2024-12-18,SKU-007,773,80
2024-12-25,SKU-007,777,95
2025-01-01,SKU-007,788,81
2025-01-08,SKU-007,748,131
2025-01-15,SKU-007,741,100
2025-01-22,SKU-007,780,65
2025-01-29,SKU-007,775,105
2025-02-05,SKU-007,755,114
2025-02-12,SKU-007,752,98
2025-02-19,SKU-007,771,82
2025-02-26,SKU-007,753,111
2025-03-05,SKU-007,702,148
2025-03-12,SKU-007,690,107
2025-03-19,SKU-007,701,91
2025-03-26,SKU-007,694,113
2025-04-02,SKU-007,677,120
2025-04-09,SKU-007,677,103
2025-04-16,SKU-007,637,136
2025-04-23,SKU-007,658,83
2025-04-30,SKU-007,674,91
2025-05-07,SKU-007,635,135
2025-05-14,SKU-007,651,86
2025-05-21,SKU-007,616,128
2025-05-28,SKU-007,621,99
2025-06-04,SKU-007,607,112
2025-06-11,SKU-007,619,90
2025-06-18,SKU-007,646,71
2025-06-25,SKU-007,659,93
2025-07-02,SKU-007,659,106
2025-07-09,SKU-007,663,99
2025-07-16,SKU-007,649,118
2025-07-23,SKU-007,650,100
2025-07-30,SKU-007,643,110
2025-08-06,SKU-007,653,89
2025-08-13,SKU-007,639,107
2025-08-20,SKU-007,610,124
2025-08-27,SKU-007,603,115
2025-09-03,SKU-007,594,102
2025-09-10,SKU-007,572,113
2025-09-17,SKU-007,587,91
2025-09-24,SKU-007,605,89
2025-10-01,SKU-007,607,106
2025-10-08,SKU-007,602,96
2025-10-15,SKU-007,590,104
2025-10-22,SKU-007,583,105
2025-10-29,SKU-007,576,100
2025-11-05,SKU-007,559,123
2025-11-12,SKU-007,576,76
2025-11-19,SKU-007,574,101
2025-11-26,SKU-007,537,136
2025-12-10,SKU-007,513,106
2025-12-17,SKU-007,511,107
2025-12-24,SKU-007,511,97
2024-01-03,SKU-008,845,142
2024-01-10,SKU-008,857,131
2024-01-17,SKU-008,882,121
2024-01-31,SKU-008,907,118
2024-02-07,SKU-008,908,136
2024-02-14,SKU-008,766,142
2024-02-21,SKU-008,620,146
2024-02-28,SKU-008,596,156
2024-03-06,SKU-008,561,180
2024-03-13,SKU-008,569,133
2024-03-20,SKU-008,546,168
2024-03-27,SKU-008,479,201
2024-04-03,SKU-008,487,125
2024-04-10,SKU-008,472,150
2024-04-17,SKU-008,463,163
2024-04-24,SKU-008,439,157
2024-05-01,SKU-008,432,164
2024-05-08,SKU-008,473,117
2024-05-15,SKU-008,474,142
2024-05-22,SKU-008,446,170
2024-05-29,SKU-008,445,142
2024-06-05,SKU-008,416,166
2024-06-12,SKU-008,396,160
2024-06-19,SKU-008,363,166
2024-06-26,SKU-008,321,176
2024-07-03,SKU-008,285,168
2024-07-10,SKU-008,243,198
2024-07-17,SKU-008,253,135
2024-07-24,SKU-008,229,168
2024-07-31,SKU-008,263,114
2024-08-07,SKU-008,247,173
2024-08-14,SKU-008,236,142
2024-08-21,SKU-008,215,179
2024-08-28,SKU-008,211,152
2024-09-04,SKU-008,194,160
2024-09-11,SKU-008,262,67
2024-09-18,SKU-008,273,126
2024-09-25,SKU-008,262,160
2024-10-02,SKU-008,270,141
2024-10-09,SKU-008,232,183
2024-10-23,SKU-008,262,99
2024-10-30,SKU-008,193,208
2024-11-06,SKU-008,175,149
2024-11-13,SKU-008,169,146
2024-11-20,SKU-008,168,151
2024-11-27,SKU-008,207,107
2024-12-04,SKU-008,204,144
2024-12-11,SKU-008,237,125
2024-12-18,SKU-008,281,101
2024-12-25,SKU-008,265,147
2025-01-01,SKU-008,285,136
2025-01-08,SKU-008,262,154
2025-01-15,SKU-008,266,148
2025-01-22,SKU-008,268,139
2025-01-29,SKU-008,247,153
2025-02-05,SKU-008,303,82
2025-02-12,SKU-008,178,124
2025-02-19,SKU-008,233,93
2025-02-26,SKU-008,232,153
2025-03-05,SKU-008,268,99
2025-03-12,SKU-008,118,149
2025-03-19,SKU-008,0,127
2025-03-26,SKU-008,0,155
2025-04-02,SKU-008,74,81
2025-04-09,SKU-008,88,136
2025-04-16,SKU-008,64,160
2025-04-23,SKU-008,18,181
2025-04-30,SKU-008,0,179
2025-05-07,SKU-008,7,151
2025-05-14,SKU-008,0,163
2025-05-21,SKU-008,33,123
2025-05-28,SKU-008,46,126
2025-06-04,SKU-008,112,88
2025-06-11,SKU-008,87,170
2025-06-18,SKU-008,59,159
2025-06-25,SKU-008,92,123
2025-07-02,SKU-008,110,113
2025-07-09,SKU-008,73,187
2025-07-16,SKU-008,52,159
2025-07-23,SKU-008,103,92
2025-07-30,SKU-008,55,191
2025-08-06,SKU-008,97,116
2025-08-13,SKU-008,138,110
2025-08-20,SKU-008,146,133
2025-08-27,SKU-008,160,140
2025-09-03,SKU-008,118,180
2025-09-10,SKU-008,83,177
2025-09-17,SKU-008,145,98
